account_number,customer_id,account_type,branch_code,currency,opening_date,account_status,opening_balance,current_balance,available_balance,interest_rate,minimum_balance,overdraft_limit
ACC000000000581,CUST000684,FIXED_DEPOSIT,BR0088,USD,2025-08-03,ACTIVE,26751.44,35282.56,67571.81,2.24,0.0,0.0
ACC000000000582,CUST000474,SAVINGS,BR0046,USD,2022-05-20,ACTIVE,33871.25,75253.68,80691.41,1.11,500.0,8975.93
ACC000000000583,CUST000742,SALARY,BR0059,USD,2024-02-10,ACTIVE,39216.59,84602.54,42609.78,4.58,500.0,0.0
ACC000000000584,CUST000568,SALARY,BR0056,USD,2023-05-08,ACTIVE,46466.89,16462.91,90997.55,4.58,0.0,0.0
ACC000000000585,CUST000833,SAVINGS,BR0022,USD,2022-08-19,ACTIVE,9844.17,14779.47,33731.77,4.62,0.0,503.53
ACC000000000586,CUST000813,RECURRING_DEPOSIT,BR0098,USD,2025-09-28,ACTIVE,30047.24,98075.08,23427.16,2.94,0.0,0.0
ACC000000000587,CUST000371,SALARY,BR0001,USD,2021-09-28,ACTIVE,14563.47,98886.58,13313.94,2.43,500.0,0.0
ACC000000000588,CUST000931,RECURRING_DEPOSIT,BR0072,USD,2024-02-14,ACTIVE,2372.3,15198.62,33132.4,5.27,500.0,9188.24
ACC000000000589,CUST000787,SAVINGS,BR0057,USD,2023-03-09,ACTIVE,9230.74,66920.7,84853.33,6.6,500.0,0.0
ACC000000000590,CUST000101,SAVINGS,BR0054,USD,2022-05-19,DORMANT,16762.84,50237.92,43840.62,1.61,500.0,0.0
ACC000000000591,CUST000777,SALARY,BR0089,USD,2024-12-05,ACTIVE,30710.39,23218.0,83437.49,3.14,500.0,0.0
ACC000000000592,CUST000891,SALARY,BR0003,USD,2025-05-24,ACTIVE,13903.61,74160.14,80623.51,6.15,0.0,0.0
ACC000000000593,CUST000612,RECURRING_DEPOSIT,BR0093,USD,2022-09-13,ACTIVE,45499.74,81885.21,174.36,4.09,500.0,0.0
ACC000000000594,CUST000608,FIXED_DEPOSIT,BR0026,USD,2024-08-07,ACTIVE,42662.38,40574.01,3459.31,0.8,0.0,0.0
ACC000000000595,CUST000103,SALARY,BR0072,USD,2024-07-17,ACTIVE,31124.08,53702.23,7456.22,0.55,0.0,2617.63
ACC000000000596,CUST000856,CURRENT,BR0001,USD,2021-08-27,ACTIVE,29791.95,46698.48,48560.49,1.3,500.0,5681.93
ACC000000000597,CUST000029,CURRENT,BR0084,USD,2022-01-14,ACTIVE,34270.06,97072.9,47451.16,2.77,500.0,0.0
ACC000000000598,CUST000313,SAVINGS,BR0004,USD,2025-05-18,INACTIVE,33453.5,84292.71,43181.94,5.84,500.0,9711.02
ACC000000000599,CUST000016,RECURRING_DEPOSIT,BR0095,USD,2024-02-19,ACTIVE,1763.45,84775.28,32725.55,1.08,500.0,995.21
ACC000000000600,CUST000039,SALARY,BR0085,USD,2023-07-02,ACTIVE,5704.74,14994.28,96003.67,2.11,500.0,4791.88
ACC000000000601,CUST000137,SALARY,BR0018,USD,2025-07-05,INACTIVE,36201.13,40304.33,51846.06,2.85,500.0,0.0
ACC000000000602,CUST000361,FIXED_DEPOSIT,BR0068,USD,2022-01-16,ACTIVE,18210.77,58441.17,45122.84,2.83,500.0,0.0
ACC000000000603,CUST000104,FIXED_DEPOSIT,BR0071,USD,2024-11-05,ACTIVE,41644.88,3179.35,95563.3,4.96,500.0,6194.73
ACC000000000604,CUST000045,SALARY,BR0035,USD,2021-06-16,ACTIVE,23571.38,32019.35,68518.92,6.26,0.0,0.0
ACC000000000605,CUST000094,SALARY,BR0075,USD,2025-09-24,CLOSED,5092.17,60251.6,42000.98,6.63,500.0,0.0
ACC000000000606,CUST000168,FIXED_DEPOSIT,BR0020,USD,2022-05-23,ACTIVE,3256.83,25810.91,20061.49,5.35,0.0,7005.14
ACC000000000607,CUST000641,SAVINGS,BR0045,USD,2022-03-30,ACTIVE,22026.61,86102.54,34785.07,2.85,500.0,0.0
ACC000000000608,CUST000371,SAVINGS,BR0038,USD,2025-09-27,ACTIVE,6550.38,37895.03,51948.45,5.52,500.0,0.0
ACC000000000609,CUST000533,RECURRING_DEPOSIT,BR0034,USD,2022-03-29,INACTIVE,4903.4,63932.69,40167.93,7.31,500.0,0.0
ACC000000000610,CUST000119,FIXED_DEPOSIT,BR0088,USD,2025-10-07,CLOSED,33523.15,83780.46,19597.06,3.61,500.0,4258.24
ACC000000000611,CUST000631,FIXED_DEPOSIT,BR0063,USD,2024-07-07,INACTIVE,38161.97,75470.58,99146.89,2.91,0.0,956.13
ACC000000000612,CUST000481,RECURRING_DEPOSIT,BR0028,USD,2023-04-18,ACTIVE,38222.13,17048.22,4744.46,1.97,500.0,0.0
ACC000000000613,CUST000866,SAVINGS,BR0054,USD,2021-04-07,ACTIVE,13312.03,40186.52,57838.29,1.92,500.0,0.0
ACC000000000614,CUST000412,RECURRING_DEPOSIT,BR0075,USD,2023-12-13,ACTIVE,19225.3,54060.88,79234.71,1.25,500.0,0.0
ACC000000000615,CUST000658,RECURRING_DEPOSIT,BR0047,USD,2024-10-08,ACTIVE,5687.47,88681.56,70598.25,1.69,500.0,1622.86
ACC000000000616,CUST000883,SAVINGS,BR0002,USD,2021-03-11,INACTIVE,21155.49,56966.8,21707.65,6.52,0.0,0.0
ACC000000000617,CUST000592,FIXED_DEPOSIT,BR0061,USD,2023-04-24,ACTIVE,20522.6,25306.92,51275.87,5.9,0.0,0.0
ACC000000000618,CUST000704,SAVINGS,BR0079,USD,2022-03-30,DORMANT,32979.06,18959.75,69672.5,2.76,500.0,0.0
ACC000000000619,CUST000423,SAVINGS,BR0019,USD,2025-11-27,ACTIVE,17841.34,87630.89,9670.96,1.5,500.0,0.0
ACC000000000620,CUST000900,RECURRING_DEPOSIT,BR0041,USD,2025-02-18,ACTIVE,28040.42,19096.78,40730.86,0.62,500.0,0.0
ACC000000000621,CUST000770,RECURRING_DEPOSIT,BR0004,USD,2021-03-15,ACTIVE,41044.26,57353.49,13949.38,6.11,500.0,0.0
ACC000000000622,CUST000328,RECURRING_DEPOSIT,BR0044,USD,2021-11-08,DORMANT,16426.43,78272.96,40175.82,1.31,500.0,0.0
ACC000000000623,CUST000478,CURRENT,BR0081,USD,2022-09-15,ACTIVE,18575.91,36293.29,25473.92,0.61,0.0,1844.9
ACC000000000624,CUST000567,CURRENT,BR0089,USD,2023-12-26,ACTIVE,30796.89,82815.29,23283.76,1.02,0.0,0.0
ACC000000000625,CUST000120,CURRENT,BR0069,USD,2022-05-07,INACTIVE,35679.16,50311.67,43710.29,6.25,500.0,0.0
ACC000000000626,CUST000350,CURRENT,BR0064,USD,2024-08-26,ACTIVE,18960.74,19977.34,95290.4,3.78,0.0,0.0
ACC000000000627,CUST000241,CURRENT,BR0010,USD,2024-09-15,ACTIVE,36590.09,960.69,40367.89,5.34,500.0,0.0
ACC000000000628,CUST000757,RECURRING_DEPOSIT,BR0054,USD,2022-03-14,DORMANT,33629.85,13675.77,72021.73,4.48,500.0,0.0
ACC000000000629,CUST000889,SALARY,BR0043,USD,2024-04-01,ACTIVE,24818.31,19843.22,79136.85,2.67,500.0,5550.81
ACC000000000630,CUST000062,CURRENT,BR0005,USD,2022-05-02,ACTIVE,26253.96,24605.82,93486.78,6.09,0.0,0.0
ACC000000000631,CUST000114,SAVINGS,BR0071,USD,2021-02-05,DORMANT,19043.37,36891.83,72334.38,5.38,0.0,0.0
ACC000000000632,CUST000915,SAVINGS,BR0014,USD,2023-03-23,CLOSED,11424.1,70558.69,99314.28,2.97,500.0,0.0
ACC000000000633,CUST000665,FIXED_DEPOSIT,BR0042,USD,2024-01-16,ACTIVE,23444.79,82768.6,34355.69,5.53,500.0,0.0
ACC000000000634,CUST000357,RECURRING_DEPOSIT,BR0020,USD,2022-11-05,ACTIVE,5172.09,31413.03,13457.56,3.76,500.0,8959.74
ACC000000000635,CUST000697,RECURRING_DEPOSIT,BR0073,USD,2022-09-11,ACTIVE,26565.16,81012.13,90203.99,5.3,0.0,8541.59
ACC000000000636,CUST000723,RECURRING_DEPOSIT,BR0004,USD,2021-04-10,DORMANT,17680.11,26418.32,8620.3,3.75,500.0,7328.24
ACC000000000637,CUST000282,SALARY,BR0003,USD,2024-01-11,INACTIVE,17547.11,76822.82,95911.92,6.85,500.0,0.0
ACC000000000638,CUST000845,RECURRING_DEPOSIT,BR0074,USD,2024-03-07,INACTIVE,1156.27,64642.73,61697.46,6.73,0.0,2442.95
ACC000000000639,CUST000461,RECURRING_DEPOSIT,BR0028,USD,2025-11-18,CLOSED,45961.21,93158.82,49064.48,7.29,0.0,0.0
ACC000000000640,CUST000122,SALARY,BR0003,USD,2022-05-22,ACTIVE,10250.36,268.5,94758.76,0.61,500.0,0.0
ACC000000000641,CUST000458,SALARY,BR0026,USD,2024-08-15,DORMANT,6814.55,25907.43,40684.15,4.27,500.0,0.0
ACC000000000642,CUST000368,SALARY,BR0053,USD,2021-03-23,CLOSED,31217.28,57602.42,48880.51,4.95,500.0,0.0
ACC000000000643,CUST000533,SAVINGS,BR0054,USD,2025-10-02,ACTIVE,8280.74,88435.23,60963.59,7.03,500.0,0.0
ACC000000000644,CUST000443,FIXED_DEPOSIT,BR0056,USD,2022-05-03,ACTIVE,7949.73,58607.26,88069.94,5.23,0.0,0.0
ACC000000000645,CUST000352,CURRENT,BR0014,USD,2024-06-27,CLOSED,43956.05,57642.64,58259.34,1.8,500.0,0.0
ACC000000000646,CUST000567,FIXED_DEPOSIT,BR0062,USD,2022-09-14,INACTIVE,28402.04,12121.35,30145.85,4.95,500.0,4146.21
ACC000000000647,CUST000753,SALARY,BR0080,USD,2021-03-06,ACTIVE,45745.45,61717.53,54214.26,4.27,0.0,0.0
ACC000000000648,CUST000042,RECURRING_DEPOSIT,BR0033,USD,2025-07-25,ACTIVE,48827.77,61006.39,49664.84,5.38,500.0,2858.77
ACC000000000649,CUST000875,SAVINGS,BR0037,USD,2024-12-03,ACTIVE,17287.91,71440.41,58962.16,5.77,500.0,0.0
ACC000000000650,CUST000791,FIXED_DEPOSIT,BR0033,USD,2024-04-29,ACTIVE,39439.66,95611.25,13519.86,4.98,0.0,0.0
ACC000000000651,CUST000496,SAVINGS,BR0013,USD,2022-07-12,CLOSED,33041.26,8140.46,13161.07,6.15,500.0,0.0
ACC000000000652,CUST000322,CURRENT,BR0008,USD,2023-01-01,ACTIVE,199.24,94736.32,83861.5,0.54,0.0,0.0
ACC000000000653,CUST000038,CURRENT,BR0076,USD,2025-07-28,ACTIVE,25576.17,45285.62,74677.92,1.55,500.0,2985.08
ACC000000000654,CUST000521,SALARY,BR0034,USD,2023-10-29,ACTIVE,38031.57,324.44,57833.77,3.75,0.0,7232.3
ACC000000000655,CUST000871,SALARY,BR0022,USD,2023-04-29,INACTIVE,24097.08,98819.05,89136.35,3.48,0.0,8181.82
ACC000000000656,CUST000037,FIXED_DEPOSIT,BR0061,USD,2022-10-25,ACTIVE,24327.21,27597.14,85377.39,2.22,500.0,0.0
ACC000000000657,CUST000818,SALARY,BR0095,USD,2022-04-17,INACTIVE,10839.83,12589.53,50430.29,7.05,0.0,0.0
ACC000000000658,CUST000118,RECURRING_DEPOSIT,BR0022,USD,2024-02-22,ACTIVE,2409.06,37342.61,29225.7,4.53,0.0,4226.74
ACC000000000659,CUST000370,CURRENT,BR0026,USD,2021-03-12,INACTIVE,2211.25,45970.35,55040.56,5.12,500.0,386.61
ACC000000000660,CUST000789,RECURRING_DEPOSIT,BR0064,USD,2022-03-30,ACTIVE,24141.1,19729.06,68184.51,5.84,500.0,0.0
ACC000000000661,CUST000465,CURRENT,BR0058,USD,2021-12-13,ACTIVE,20737.01,13188.18,52884.5,2.97,0.0,592.83
ACC000000000662,CUST000603,SALARY,BR0074,USD,2023-10-29,ACTIVE,40736.31,68015.53,21806.1,3.42,500.0,0.0
ACC000000000663,CUST000133,SALARY,BR0023,USD,2025-02-03,ACTIVE,898.42,99396.02,77817.24,4.59,500.0,7197.8
ACC000000000664,CUST000440,FIXED_DEPOSIT,BR0009,USD,2025-05-21,INACTIVE,49826.58,91719.06,22658.88,5.14,0.0,0.0
ACC000000000665,CUST000435,RECURRING_DEPOSIT,BR0008,USD,2022-09-10,ACTIVE,15697.33,42738.28,74701.18,6.8,0.0,0.0
ACC000000000666,CUST000976,FIXED_DEPOSIT,BR0065,USD,2022-02-08,ACTIVE,13386.29,74740.88,84849.52,4.21,500.0,0.0
ACC000000000667,CUST000017,FIXED_DEPOSIT,BR0001,USD,2024-11-09,ACTIVE,41141.06,80574.46,3422.52,4.87,500.0,0.0
ACC000000000668,CUST000173,CURRENT,BR0047,USD,2024-04-11,ACTIVE,18600.46,72505.62,60598.48,1.05,0.0,2407.06
ACC000000000669,CUST000898,SALARY,BR0081,USD,2021-07-15,ACTIVE,43613.3,46076.12,23566.91,4.13,500.0,0.0
ACC000000000670,CUST000285,RECURRING_DEPOSIT,BR0007,USD,2023-05-02,INACTIVE,21035.5,8972.75,99018.94,7.03,0.0,0.0
ACC000000000671,CUST000126,SAVINGS,BR0026,USD,2024-04-09,ACTIVE,8178.72,80340.94,57682.53,7.16,0.0,0.0
ACC000000000672,CUST000352,SAVINGS,BR0090,USD,2022-02-06,CLOSED,4596.61,62436.07,93431.41,4.07,500.0,5760.36
ACC000000000673,CUST000684,RECURRING_DEPOSIT,BR0055,USD,2024-09-17,CLOSED,38394.35,79006.01,60873.58,6.34,500.0,0.0
ACC000000000674,CUST000362,RECURRING_DEPOSIT,BR0093,USD,2021-12-13,ACTIVE,6481.38,82612.48,48805.34,5.6,0.0,5087.72
ACC000000000675,CUST000988,SALARY,BR0047,USD,2023-11-27,ACTIVE,4132.72,507.73,75398.04,5.82,0.0,9779.12
ACC000000000676,CUST000564,SAVINGS,BR0082,USD,2021-06-14,ACTIVE,31629.43,79346.99,28639.29,2.32,500.0,123.98
ACC000000000677,CUST000467,RECURRING_DEPOSIT,BR0087,USD,2022-01-07,DORMANT,16387.75,24128.92,76180.61,6.87,500.0,0.0
ACC000000000678,CUST000957,RECURRING_DEPOSIT,BR0014,USD,2025-11-07,ACTIVE,5541.14,29975.79,99957.88,5.81,500.0,2627.8
ACC000000000679,CUST000036,RECURRING_DEPOSIT,BR0028,USD,2021-05-16,ACTIVE,38423.27,28969.33,39046.84,4.69,0.0,1861.61
ACC000000000680,CUST000230,CURRENT,BR0099,USD,2024-11-04,ACTIVE,26129.56,19805.97,32168.12,4.13,500.0,0.0
ACC000000000681,CUST000858,SALARY,BR0087,USD,2025-12-02,CLOSED,44447.17,53583.81,8340.19,6.71,500.0,0.0
ACC000000000682,CUST000024,SALARY,BR0031,USD,2021-04-19,DORMANT,35481.27,27353.86,92559.53,0.51,500.0,0.0
ACC000000000683,CUST000149,FIXED_DEPOSIT,BR0039,USD,2021-09-07,ACTIVE,43379.48,31303.64,85108.51,7.25,0.0,8281.86
ACC000000000684,CUST000847,RECURRING_DEPOSIT,BR0037,USD,2024-02-22,CLOSED,3471.0,30017.62,56216.77,1.93,500.0,0.0
ACC000000000685,CUST000725,FIXED_DEPOSIT,BR0081,USD,2021-05-10,DORMANT,39881.76,92624.39,32065.64,6.56,500.0,0.0
ACC000000000686,CUST000441,CURRENT,BR0050,USD,2022-07-07,CLOSED,2208.08,35929.3,23869.89,0.58,500.0,0.0
ACC000000000687,CUST000841,SAVINGS,BR0045,USD,2022-04-22,ACTIVE,22303.61,81538.18,88334.95,3.09,500.0,0.0
ACC000000000688,CUST000484,RECURRING_DEPOSIT,BR0093,USD,2021-05-27,ACTIVE,49589.46,25783.09,22472.75,2.71,500.0,0.0
ACC000000000689,CUST000710,RECURRING_DEPOSIT,BR0032,USD,2021-08-25,ACTIVE,38404.21,35707.22,18314.74,3.58,500.0,0.0
ACC000000000690,CUST000272,SAVINGS,BR0051,USD,2025-04-10,ACTIVE,20266.57,60358.05,80714.54,2.56,0.0,906.4
ACC000000000691,CUST000740,FIXED_DEPOSIT,BR0032,USD,2021-06-13,ACTIVE,42351.42,90672.41,36791.48,1.12,500.0,0.0
ACC000000000692,CUST000411,FIXED_DEPOSIT,BR0003,USD,2024-01-27,ACTIVE,28733.53,13342.67,33568.94,2.37,500.0,0.0
ACC000000000693,CUST000210,SAVINGS,BR0053,USD,2024-07-09,ACTIVE,41781.76,95340.52,76491.83,4.93,0.0,0.0
ACC000000000694,CUST000867,CURRENT,BR0061,USD,2021-04-09,ACTIVE,13951.29,54471.62,42826.99,2.17,500.0,7187.46
ACC000000000695,CUST000137,CURRENT,BR0082,USD,2023-10-18,DORMANT,17196.34,61634.72,3277.37,4.16,0.0,0.0
ACC000000000696,CUST000734,SAVINGS,BR0086,USD,2023-04-10,CLOSED,7740.51,75401.78,66702.6,3.87,500.0,0.0
ACC000000000697,CUST000792,FIXED_DEPOSIT,BR0001,USD,2022-03-09,CLOSED,38852.98,54773.75,16176.49,3.07,500.0,0.0
ACC000000000698,CUST000339,SAVINGS,BR0082,USD,2025-12-18,CLOSED,25918.5,91713.06,91013.92,5.29,500.0,0.0
ACC000000000699,CUST000836,RECURRING_DEPOSIT,BR0015,USD,2025-03-29,CLOSED,12274.96,2877.11,47030.67,2.3,500.0,7379.66
ACC000000000700,CUST000338,RECURRING_DEPOSIT,BR0090,USD,2025-06-25,ACTIVE,34441.48,94329.63,93458.75,5.25,500.0,0.0
ACC000000000701,CUST000990,SALARY,BR0095,USD,2024-05-06,ACTIVE,39054.86,35503.03,99269.0,7.48,500.0,0.0
ACC000000000702,CUST000251,SAVINGS,BR0056,USD,2022-01-05,DORMANT,22733.57,80136.68,60484.9,6.64,0.0,0.0
ACC000000000703,CUST000478,SALARY,BR0051,USD,2024-01-24,ACTIVE,10719.63,20398.02,86963.34,0.71,0.0,4335.41
ACC000000000704,CUST000254,CURRENT,BR0064,USD,2021-10-07,ACTIVE,14115.07,84106.4,28407.67,6.67,500.0,8269.85
ACC000000000705,CUST000628,SAVINGS,BR0082,USD,2021-07-23,INACTIVE,43379.27,79738.38,62788.39,3.85,0.0,0.0
ACC000000000706,CUST000752,SALARY,BR0072,USD,2024-09-29,ACTIVE,17405.23,35956.47,70807.26,5.96,0.0,0.0
ACC000000000707,CUST000030,SALARY,BR0092,USD,2024-08-09,CLOSED,35504.99,5519.57,86364.62,4.59,500.0,3782.45
ACC000000000708,CUST000635,CURRENT,BR0033,USD,2024-05-27,ACTIVE,19174.2,9820.6,11197.58,3.45,500.0,0.0
ACC000000000709,CUST000616,SAVINGS,BR0097,USD,2024-09-09,CLOSED,4929.37,11738.02,80130.1,0.91,500.0,1979.56
ACC000000000710,CUST000628,RECURRING_DEPOSIT,BR0063,USD,2023-07-07,INACTIVE,47072.66,85495.36,78737.17,0.97,500.0,0.0
ACC000000000711,CUST000030,SAVINGS,BR0011,USD,2021-04-15,CLOSED,28315.15,62829.87,78024.87,6.99,500.0,0.0
ACC000000000712,CUST000609,SALARY,BR0029,USD,2021-07-18,ACTIVE,38266.02,21140.96,38973.29,1.22,500.0,0.0
ACC000000000713,CUST000659,FIXED_DEPOSIT,BR0088,USD,2021-07-22,ACTIVE,45444.18,42782.49,87393.89,5.47,500.0,0.0
ACC000000000714,CUST000605,SAVINGS,BR0039,USD,2023-05-14,CLOSED,20968.6,82499.9,28719.02,4.85,0.0,9019.68
ACC000000000715,CUST000986,SALARY,BR0059,USD,2022-11-06,ACTIVE,11410.75,54303.16,65329.58,7.1,0.0,0.0
ACC000000000716,CUST000395,SALARY,BR0091,USD,2024-04-23,CLOSED,1089.52,95447.64,17803.29,3.06,500.0,0.0
ACC000000000717,CUST000143,RECURRING_DEPOSIT,BR0012,USD,2025-07-10,ACTIVE,12678.54,98217.86,58596.25,4.03,0.0,0.0
ACC000000000718,CUST000307,FIXED_DEPOSIT,BR0026,USD,2023-02-07,DORMANT,47603.93,68881.79,97852.49,5.14,500.0,9004.04
ACC000000000719,CUST000810,SALARY,BR0065,USD,2021-04-07,ACTIVE,17593.6,16128.84,80785.65,2.4,500.0,0.0
ACC000000000720,CUST000241,SAVINGS,BR0082,USD,2023-09-29,ACTIVE,34264.45,59201.01,47896.7,1.86,500.0,0.0
ACC000000000721,CUST000713,FIXED_DEPOSIT,BR0092,USD,2025-10-28,CLOSED,39441.9,11017.63,61890.79,5.89,500.0,2991.9
ACC000000000722,CUST000242,SALARY,BR0071,USD,2025-04-24,DORMANT,44715.1,44174.48,89488.95,0.64,500.0,0.0
ACC000000000723,CUST000098,SAVINGS,BR0021,USD,2021-04-05,INACTIVE,15042.71,6717.5,50370.74,2.76,500.0,0.0
ACC000000000724,CUST000829,RECURRING_DEPOSIT,BR0077,USD,2024-08-18,ACTIVE,49350.65,25822.25,14766.05,6.86,500.0,0.0
ACC000000000725,CUST000942,SAVINGS,BR0062,USD,2025-11-04,INACTIVE,18023.91,2051.17,38360.99,7.41,500.0,0.0
ACC000000000726,CUST000349,RECURRING_DEPOSIT,BR0051,USD,2023-02-10,ACTIVE,14662.08,2361.24,78821.52,5.51,500.0,0.0
ACC000000000727,CUST000072,RECURRING_DEPOSIT,BR0055,USD,2024-01-12,CLOSED,43213.42,65213.79,40337.67,2.4,500.0,2313.46
ACC000000000728,CUST000251,SALARY,BR0028,USD,2024-10-21,DORMANT,17191.45,57558.71,16341.64,5.37,0.0,6032.59
ACC000000000729,CUST000006,FIXED_DEPOSIT,BR0054,USD,2023-03-21,ACTIVE,10090.06,89805.75,78684.8,1.46,500.0,0.0
ACC000000000730,CUST000387,RECURRING_DEPOSIT,BR0081,USD,2023-03-23,ACTIVE,32313.59,39448.6,50848.88,5.56,500.0,0.0
ACC000000000731,CUST000758,SALARY,BR0052,USD,2024-04-22,ACTIVE,10407.75,55484.94,50099.56,2.7,500.0,0.0
ACC000000000732,CUST000294,RECURRING_DEPOSIT,BR0057,USD,2023-09-04,DORMANT,12444.24,75755.58,64886.19,4.27,0.0,0.0
ACC000000000733,CUST000296,CURRENT,BR0009,USD,2021-09-04,DORMANT,34657.29,13887.27,24475.24,3.45,500.0,0.0
ACC000000000734,CUST000893,RECURRING_DEPOSIT,BR0030,USD,2021-09-03,INACTIVE,35976.53,77082.37,42785.48,6.12,500.0,0.0
ACC000000000735,CUST000279,SAVINGS,BR0086,USD,2023-07-07,ACTIVE,17843.9,64345.49,25130.11,2.05,500.0,0.0
ACC000000000736,CUST000168,SAVINGS,BR0021,USD,2021-12-21,INACTIVE,32454.6,86147.85,82291.31,2.03,0.0,0.0
ACC000000000737,CUST000412,FIXED_DEPOSIT,BR0038,USD,2023-04-16,DORMANT,43162.83,26551.22,68222.08,6.85,500.0,0.0
ACC000000000738,CUST000545,FIXED_DEPOSIT,BR0085,USD,2022-07-02,CLOSED,32690.58,91477.33,95166.81,4.48,500.0,3780.74
ACC000000000739,CUST000713,SAVINGS,BR0011,USD,2022-08-10,ACTIVE,37347.81,47734.1,47386.69,5.1,500.0,8334.07
ACC000000000740,CUST000903,FIXED_DEPOSIT,BR0053,USD,2022-02-25,DORMANT,44914.05,62482.06,60383.26,1.01,500.0,0.0
ACC000000000741,CUST000123,FIXED_DEPOSIT,BR0098,USD,2022-01-28,ACTIVE,19074.57,46616.3,56887.78,0.94,500.0,0.0
ACC000000000742,CUST000628,CURRENT,BR0046,USD,2022-11-19,ACTIVE,27596.38,69997.56,84782.72,6.08,500.0,6676.0
ACC000000000743,CUST000229,RECURRING_DEPOSIT,BR0073,USD,2022-11-16,DORMANT,19558.81,15738.1,20456.51,6.28,500.0,1362.3
ACC000000000744,CUST000757,SAVINGS,BR0073,USD,2023-11-23,CLOSED,4834.47,67650.91,20120.65,4.16,500.0,0.0
ACC000000000745,CUST000868,SALARY,BR0037,USD,2022-09-03,ACTIVE,34938.52,90006.77,58852.28,4.81,500.0,0.0
ACC000000000746,CUST000212,FIXED_DEPOSIT,BR0024,USD,2024-10-20,INACTIVE,13244.1,81135.86,76666.61,6.2,0.0,0.0
ACC000000000747,CUST000546,CURRENT,BR0012,USD,2025-06-13,ACTIVE,10257.15,5861.53,10834.68,6.97,500.0,7755.25
ACC000000000748,CUST000024,RECURRING_DEPOSIT,BR0071,USD,2023-10-19,ACTIVE,19241.99,24859.0,91668.02,6.42,500.0,0.0
ACC000000000749,CUST000644,FIXED_DEPOSIT,BR0077,USD,2023-02-15,ACTIVE,5228.94,55192.39,78657.42,3.65,500.0,0.0
ACC000000000750,CUST000998,CURRENT,BR0067,USD,2021-12-21,ACTIVE,24526.04,74943.3,37375.77,1.72,500.0,3129.4
ACC000000000751,CUST000017,FIXED_DEPOSIT,BR0052,USD,2024-02-07,ACTIVE,22857.14,65253.17,4613.42,6.01,500.0,0.0
ACC000000000752,CUST000315,SAVINGS,BR0063,USD,2025-10-12,INACTIVE,46825.4,46518.06,37653.18,2.21,0.0,0.0
ACC000000000753,CUST000848,RECURRING_DEPOSIT,BR0084,USD,2024-11-29,ACTIVE,856.13,16192.7,75732.87,5.64,500.0,0.0
ACC000000000754,CUST000165,RECURRING_DEPOSIT,BR0027,USD,2025-07-22,ACTIVE,9961.76,53749.85,73851.87,3.02,500.0,0.0
ACC000000000755,CUST000120,CURRENT,BR0088,USD,2025-11-03,CLOSED,28952.39,21234.82,27117.52,6.34,0.0,0.0
ACC000000000756,CUST000208,RECURRING_DEPOSIT,BR0083,USD,2025-09-17,ACTIVE,9755.15,45681.77,68898.82,2.94,500.0,0.0
ACC000000000757,CUST000298,CURRENT,BR0069,USD,2024-06-04,INACTIVE,18940.93,68331.34,32854.6,1.0,0.0,0.0
ACC000000000758,CUST000952,CURRENT,BR0089,USD,2022-01-20,ACTIVE,14574.8,21143.35,68486.31,5.48,500.0,3961.95
ACC000000000759,CUST000354,SALARY,BR0042,USD,2023-11-08,DORMANT,33779.47,74532.94,61065.93,0.75,500.0,0.0
ACC000000000760,CUST000528,SALARY,BR0068,USD,2023-05-31,ACTIVE,40388.68,22155.02,22810.74,5.59,500.0,0.0
ACC000000000761,CUST000236,RECURRING_DEPOSIT,BR0028,USD,2025-04-26,ACTIVE,13872.64,35675.71,55351.63,1.28,500.0,0.0
ACC000000000762,CUST000987,SAVINGS,BR0028,USD,2025-01-16,ACTIVE,18576.93,70989.73,82134.82,2.37,0.0,0.0
ACC000000000763,CUST000112,SAVINGS,BR0017,USD,2024-08-22,DORMANT,14384.49,16019.22,42598.67,3.34,0.0,0.0
ACC000000000764,CUST000612,FIXED_DEPOSIT,BR0073,USD,2021-06-06,ACTIVE,29762.46,56698.94,3608.83,5.09,0.0,0.0
ACC000000000765,CUST000041,CURRENT,BR0056,USD,2024-02-18,DORMANT,42614.19,11056.37,58939.1,3.73,0.0,3151.82
ACC000000000766,CUST000948,RECURRING_DEPOSIT,BR0055,USD,2024-06-24,DORMANT,24365.2,77405.05,72199.86,6.33,500.0,0.0
ACC000000000767,CUST000790,FIXED_DEPOSIT,BR0050,USD,2021-10-12,ACTIVE,19571.04,96773.96,27313.35,3.4,500.0,0.0
ACC000000000768,CUST000607,SAVINGS,BR0049,USD,2021-06-03,ACTIVE,20509.77,93595.69,17277.28,0.58,0.0,0.0
ACC000000000769,CUST000006,SAVINGS,BR0090,USD,2025-03-18,ACTIVE,32004.41,58457.1,28816.09,5.76,500.0,0.0
ACC000000000770,CUST000923,CURRENT,BR0003,USD,2021-03-13,INACTIVE,42145.44,66613.82,42666.29,7.03,500.0,0.0
ACC000000000771,CUST000379,SAVINGS,BR0085,USD,2025-03-01,ACTIVE,34448.48,83564.46,44074.51,6.28,500.0,0.0
ACC000000000772,CUST000617,FIXED_DEPOSIT,BR0019,USD,2025-02-20,DORMANT,14472.79,35047.52,71516.62,2.08,500.0,0.0
ACC000000000773,CUST000147,SAVINGS,BR0086,USD,2023-11-19,DORMANT,9909.79,93463.85,77707.54,0.92,0.0,0.0
